train_no,train_name,source_station_name,destination_station_name,distance,timetotravel,Base_Fare,source_state,destination_state
64082.0,NDLS-PWL EMU,NEW DELHI,PALWAL,60.305,1.469444444,566.5709273302459,Delhi,Unknown
64084.0,NDLS-PWL EMU,NEW DELHI,PALWAL,60.305,1.469444444,451.8753012468797,Delhi,Unknown
64087.0,NZM-NDLS 10,HAZRAT NIZAMUDDIN,NEW DELHI,7.456,0.322777778,258.00458251467194,Unknown,Delhi
64088.0,NZM-NDLS 10C,HAZRAT NIZAMUDDIN,NEW DELHI,7.456,0.322777778,368.6647617567991,Unknown,Delhi
64093.0,NZM-NDLS 10,HAZRAT NIZAMUDDIN,SHAKUR BASTI,26.81,0.876111111,174.7687278950017,Unknown,Unknown
64094.0,SSB-NZM 10 C,SHAKUR BASTI,HAZRAT NIZAMUDDIN,21.246,0.928055556,399.1223816859115,Unknown,Unknown
64095.0,NDLS-SSB 10C,NEW DELHI,SHAKUR BASTI,15.967,0.640555556,112.42390822805297,Delhi,Unknown
64096.0,SSB-NZM,SHAKUR BASTI,HAZRAT NIZAMUDDIN,21.246,0.928055556,497.9485605752768,Unknown,Unknown
64097.0,NDLS-SSB 10,NEW DELHI,SHAKUR BASTI,15.967,0.640555556,532.3097723111889,Delhi,Unknown
64098.0,SSB-NZM EMU,SHAKUR BASTI,HAZRAT NIZAMUDDIN,21.246,0.928055556,579.8681874903396,Unknown,Unknown
64101.0,ALJN-DLI 12C,ALIGARH .,DELHI .,161.349,3.329722222,178.46320307506687,Unknown,Delhi
64102.0,DLI-ALJN 12C,DELHI .,ALIGARH .,160.999,3.3125,458.2687733046611,Delhi,Unknown
64103.0,ALJN-DLI,ALIGARH .,DELHI .,161.349,3.329722222,301.0542956739837,Unknown,Delhi
64104.0,DLI-DKDE 12C,DELHI .,DANKAUR,74.778,1.629722222,576.6456847252309,Delhi,Unknown
64105.0,ALJN-DLI 12C,ALIGARH .,NEW DELHI,140.24,2.803055556,537.7146587819867,Unknown,Delhi
64106.0,DLI-KRJ 12CA,DELHI .,KHURJA,124.248,2.509444444,379.54907372593584,Delhi,Unknown
64107.0,DKDE-DLI 12C,DANKAUR,DELHI .,75.61,1.613611111,182.4147104384904,Unknown,Delhi
64108.0,DLI-DKDE 12C,DELHI .,KHURJA,124.248,2.509444444,645.0366008190886,Delhi,Unknown
64109.0,DKDE-SSB 12C,DANKAUR,SHAKUR BASTI,70.135,1.538333333,195.0123938201747,Unknown,Unknown
64110.0,NDLS-ALJN 12,NEW DELHI,ALIGARH .,142.856,2.815555556,536.1642880681577,Delhi,Unknown
64111.0,DKDE-SSB 12C,KHURJA,SHAKUR BASTI,119.407,2.437777778,453.62143370550535,Unknown,Unknown
64112.0,SSB-DKDE 12C,SHAKUR BASTI,DANKAUR,70.628,1.649722222,243.2151843849796,Unknown,Unknown
64113.0,KRJ-SSB 12CA,KHURJA,SHAKUR BASTI,119.407,2.437777778,251.0383524565888,Unknown,Unknown
64114.0,SSB-ALJN 12C,NEW DELHI,ALIGARH .,142.856,2.815555556,512.8336074966628,Delhi,Unknown
64151.0,ALJN-DLI MEM,ALIGARH .,DELHI .,161.349,3.329722222,302.4024202403909,Unknown,Delhi
64152.0,DLI-ALJN MEM,DELHI .,ALIGARH .,160.999,3.3125,164.5375483182861,Delhi,Unknown
64153.0,CNB-ETW MEMU,KANPUR CENTRAL .,ETAWAH,158.992,2.988888889,395.009734190468,Unknown,Unknown
64154.0,ALJN-TDL MEM,ALIGARH .,TUNDLA,96.806,2.522222222,184.846049378066,Unknown,Unknown
64155.0,ETW-TDL MEMU,ETAWAH,TUNDLA,102.289,1.890277778,225.1179291182996,Unknown,Unknown
64156.0,ETW-CNB MEMU,ETAWAH,KANPUR CENTRAL .,158.385,2.891388889,203.66443901946457,Unknown,Unknown
64157.0,ETW-AGC MEMU,ETAWAH,AGRA CANTT,120.223,1.888888889,172.34579842119786,Unknown,Unknown
64158.0,TDL-ETW MEMU,TUNDLA,ETAWAH,102.725,1.859722222,166.19306420358382,Unknown,Unknown
64159.0,CNB-PHD MEMU,KANPUR CENTRAL .,PHAPHUND,113.213,2.418611111,586.5440472074782,Unknown,Unknown
64160.0,AGC-ETW MEMU,AGRA CANTT,ETAWAH,122.324,1.878888889,414.87676132526025,Unknown,Unknown
64161.0,PHD-SKB MEMU,PHAPHUND,SHIKOHABAD .,123.858,2.266388889,284.34257226221524,Unknown,Unknown
64162.0,PHD-CNB MEMU,PHAPHUND,KANPUR CENTRAL .,113.365,2.353888889,195.6192278191191,Unknown,Unknown
64163.0,CNB-PNK MEMU,KANPUR CENTRAL .,PANKI,1693.381413,21.16726766,475.895902164217,Unknown,Unknown
64164.0,SKB-PHD MEMU,SHIKOHABAD .,PHAPHUND,124.634,2.236944444,175.70177271330212,Unknown,Unknown
64165.0,TDL-ALJN MEM,TUNDLA,ALIGARH .,98.569,2.520833333,326.61452189433913,Unknown,Unknown
64167.0,PWL-ALJN EMU,PALWAL,ALIGARH .,84.989,2.088333333,535.8503035786199,Unknown,Unknown
64168.0,ALJN-PWL EMU,ALIGARH .,PALWAL,84.608,2.097777778,596.2231095922107,Unknown,Unknown
64201.0,LKO-CNB MEMU,LUCKNOW .,KANPUR CENTRAL .,83.02,2.275833333,236.9112841102553,Uttar Pradesh,Unknown
64202.0,CNB-LKO MEMU,KANPUR CENTRAL .,LUCKNOW .,84.611,2.258055556,159.8038462382276,Unknown,Uttar Pradesh
64203.0,LKO-CNB MEMU,LUCKNOW .,KANPUR CENTRAL .,83.02,2.275833333,187.6121798025404,Uttar Pradesh,Unknown
64204.0,CNB-LKO MEMU,KANPUR CENTRAL .,LUCKNOW .,84.611,2.258055556,275.82623005377366,Unknown,Uttar Pradesh
64205.0,LKO-CNB MEMU,LUCKNOW .,KANPUR CENTRAL .,83.02,2.275833333,672.5137742742974,Uttar Pradesh,Unknown
64206.0,CNB-LKO MEMU,KANPUR CENTRAL .,LUCKNOW .,84.611,2.258055556,76.48680085060876,Unknown,Uttar Pradesh
64207.0,LKO-CNB MEMU,LUCKNOW .,KANPUR CENTRAL .,83.02,2.275833333,121.96773321974628,Uttar Pradesh,Unknown
64208.0,CNB-LKO MEMU,KANPUR CENTRAL .,LUCKNOW .,84.611,2.258055556,608.4719800594357,Unknown,Uttar Pradesh
64209.0,LKO-CNB MEMU,LUCKNOW .,KANPUR CENTRAL .,83.02,2.275833333,143.448729935075,Uttar Pradesh,Unknown
64210.0,CNB-LKO MEMU,KANPUR CENTRAL .,LUCKNOW .,84.611,2.258055556,381.4937048703478,Unknown,Uttar Pradesh
64211.0,LKO-CNB MEMU,LUCKNOW .,KANPUR CENTRAL .,83.02,2.275833333,153.3306737339031,Uttar Pradesh,Unknown
64212.0,CNB-LKO MEMU,KANPUR CENTRAL .,LUCKNOW .,84.611,2.258055556,319.4385362353622,Unknown,Uttar Pradesh
64213.0,LKO-CNB MEMU,LUCKNOW .,KANPUR CENTRAL .,83.02,2.275833333,628.6084685869977,Uttar Pradesh,Unknown
64214.0,KAP-LKO MEMU,KALIANPUR,LUCKNOW .,97.291,2.558611111,694.2489363444678,Unknown,Uttar Pradesh
64216.0,KAP-LKO MEMU,KALIANPUR,LUCKNOW .,97.291,2.558611111,473.0258293558196,Unknown,Uttar Pradesh
64221.0,LKO-HRI-LKO,LUCKNOW .,SHAHJAHANPUR,178.742,3.624722222,490.9344926297128,Uttar Pradesh,Unknown
64222.0,HRI-LKO-HRI,SHAHJAHANPUR,LUCKNOW .,178.806,3.574722222,609.5723858194532,Unknown,Uttar Pradesh
64231.0,BBK-LKO MEMU,BARA BANKI .,LUCKNOW .,31.813,0.9775,374.9051908901637,Unknown,Uttar Pradesh
64232.0,LKO-BBK MEMU,LUCKNOW .,BARA BANKI .,31.782,1.038611111,100.4630047987167,Uttar Pradesh,Unknown
64234.0,LKO-BBK MEMU,LUCKNOW .,BARA BANKI .,31.782,1.038611111,282.0438575225177,Uttar Pradesh,Unknown
64235.0,BBK-CNB MEMU,BARA BANKI .,KANPUR CENTRAL .,115.931,2.626944444,578.8191680775107,Unknown,Unknown
64236.0,CNB-BBK MEMU,KANPUR CENTRAL .,BARA BANKI .,116.385,2.611111111,582.9096720852367,Unknown,Unknown
64251.0,LJN-CNB MEMU,LUCKNOW .,KANPUR CENTRAL .,83.02,2.275833333,492.4758583260365,Uttar Pradesh,Unknown
64252.0,CNB-LJN MEMU,KANPUR CENTRAL .,LUCKNOW .,84.611,2.258055556,677.3786914314801,Unknown,Uttar Pradesh
64253.0,LJN-KAP MEMU,LUCKNOW .,KALIANPUR,150.787,2.428611111,607.6914911770399,Uttar Pradesh,Unknown
64254.0,CNB-LJN MEMU,KANPUR CENTRAL .,LUCKNOW .,84.611,2.258055556,254.63526562099813,Unknown,Uttar Pradesh
64255.0,LJN-KAP MEMU,LUCKNOW .,KALIANPUR,150.787,2.428611111,596.198461432206,Uttar Pradesh,Unknown
64257.0,LJN-CNB MEMU,LUCKNOW .,KANPUR CENTRAL .,83.02,2.275833333,288.2184638128025,Uttar Pradesh,Unknown
64260.0,PNK-LJN MEMU,PANKI,LUCKNOW .,1622.568911,20.28211138,408.1186986233413,Unknown,Uttar Pradesh
64271.0,BBK-LJN MEMU,BARA BANKI .,LUCKNOW .,31.813,0.9775,519.1218963529423,Unknown,Uttar Pradesh
64272.0,LJN-BBK MEMU,LUCKNOW .,BARA BANKI .,31.782,1.038611111,641.5266731862733,Uttar Pradesh,Unknown
64273.0,BBK-LJN MEMU,BARA BANKI .,LUCKNOW .,31.813,0.9775,86.333933727791,Unknown,Uttar Pradesh
64274.0,LJN-BBK MEMU,LUCKNOW .,BARA BANKI .,31.782,1.038611111,312.6418003024724,Uttar Pradesh,Unknown
64275.0,BBK-LJN MEMU,BARA BANKI .,LUCKNOW .,31.813,0.9775,607.2429113267249,Unknown,Uttar Pradesh
64281.0,SLN-LKO MEMU,SULTANPUR .,LUCKNOW .,159.869,2.531944444,360.22010951193306,Unknown,Uttar Pradesh
64282.0,LKO-SLN MEMU,LUCKNOW .,SULTANPUR .,161.544,2.636111111,194.9915678165316,Uttar Pradesh,Unknown
64401.0,GZB-DLI 12CA,GHAZIABAD .,DELHI .,42.109,1.326388889,573.6002872884701,Unknown,Delhi
64402.0,DLI-GZB 12CA,DELHI .,GHAZIABAD .,53.283,1.289722222,183.65246057752785,Delhi,Unknown
64403.0,GZB-DLI 12CA,GHAZIABAD .,DELHI .,42.109,1.326388889,456.682653177131,Unknown,Delhi
64404.0,DLI-GZB 12CA,DELHI .,GHAZIABAD .,53.283,1.289722222,160.95715890512972,Delhi,Unknown
64406.0,DLI-GZB 12CA,DELHI .,GHAZIABAD .,53.283,1.289722222,310.8273728885124,Delhi,Unknown
64407.0,GZB-DLI EMU,GHAZIABAD .,DELHI .,42.109,1.326388889,369.1852454815207,Unknown,Delhi
64408.0,DLI-GZB 12CA,DELHI .,GHAZIABAD .,53.283,1.289722222,244.6628129324777,Delhi,Unknown
64409.0,GZB-NDLS 10C,GHAZIABAD .,NEW DELHI,38.829,0.938611111,528.8268930935108,Unknown,Delhi
64410.0,DLI-GZB 12CA,NEW DELHI,GHAZIABAD .,39.256,0.86,97.28639035159368,Delhi,Unknown
64411.0,SBB-DLI  EMU,SAHIBABAD,DELHI .,35.47,1.045555556,152.8207096262861,Unknown,Delhi
64412.0,DLI-GZB MEMU,DELHI .,GHAZIABAD .,53.283,1.289722222,643.8558296154051,Delhi,Unknown
64414.0,DLI-GZB EMU,DELHI .,GHAZIABAD .,53.283,1.289722222,612.936188077567,Delhi,Unknown
64415.0,GZB-NDLS EMU,GHAZIABAD .,NEW DELHI,38.829,0.938611111,396.22676937342897,Unknown,Delhi
64417.0,GZB-DLI MEMU,GHAZIABAD .,DELHI .,42.109,1.326388889,324.2467331989725,Unknown,Delhi
64418.0,DLI-GZB MEMU,DELHI .,GHAZIABAD .,53.283,1.289722222,279.29274443540163,Delhi,Unknown
64419.0,NZM-GZB10 CA,HAZRAT NIZAMUDDIN,GHAZIABAD .,28.796,0.710555556,428.6250577470778,Unknown,Unknown
64420.0,GZB-DLI-NDLS,GHAZIABAD .,HAZRAT NIZAMUDDIN,31.352,0.813888889,169.3211236966543,Unknown,Unknown
64421.0,GZB-NDLS 12C,GHAZIABAD .,NEW DELHI,38.829,0.938611111,628.4109239248608,Unknown,Delhi
64422.0,NDLS-GZB,NEW DELHI,GHAZIABAD .,39.256,0.86,688.0876270843219,Delhi,Unknown
64423.0,GZB-NDLS EMU,GHAZIABAD .,NEW DELHI,38.829,0.938611111,446.6571967968842,Unknown,Delhi
64424.0,NDLS-GZB EMU,NEW DELHI,GHAZIABAD .,39.256,0.86,580.4711019149548,Delhi,Unknown
64425.0,GZB-NDLS 12C,GHAZIABAD .,NEW DELHI,38.829,0.938611111,366.8779917963192,Unknown,Delhi
64426.0,NDLS-GZB 12C,NEW DELHI,GHAZIABAD .,39.256,0.86,274.47724509415366,Delhi,Unknown
64427.0,GZB-NDLS 12C,GHAZIABAD .,NEW DELHI,38.829,0.938611111,210.916996754012,Unknown,Delhi
64428.0,NDLS-GZB EMU,NEW DELHI,GHAZIABAD .,39.256,0.86,397.7276990635257,Delhi,Unknown
64429.0,GZB-NDLS 12C,GHAZIABAD .,NEW DELHI,38.829,0.938611111,571.7101461147827,Unknown,Delhi
64430.0,NDLS-GZB,NEW DELHI,GHAZIABAD .,39.256,0.86,478.1070756980092,Delhi,Unknown
64431.0,GZB-NDLS EMU,GHAZIABAD .,NEW DELHI,38.829,0.938611111,281.8102151009165,Unknown,Delhi
64432.0,NDLS-GZB EMU,NEW DELHI,GHAZIABAD .,39.256,0.86,140.11607703573,Delhi,Unknown
64433.0,GZB-NDLS EMU,GHAZIABAD .,NEW DELHI,38.829,0.938611111,352.49795362675314,Unknown,Delhi
64434.0,DLI-GZB 12CA,DELHI .,GHAZIABAD .,53.283,1.289722222,262.41543246397725,Delhi,Unknown
64437.0,GZB-DLI 12CA,GHAZIABAD .,DELHI .,42.109,1.326388889,399.5546934978487,Unknown,Delhi
64439.0,GZB-DLI 12CA,GHAZIABAD .,DELHI .,42.109,1.326388889,470.50265725683033,Unknown,Delhi
64441.0,GZB-DLI 12CA,GHAZIABAD .,NEW DELHI,38.829,0.938611111,87.48736525838804,Unknown,Delhi
64443.0,GZB-DLI 12CA,GHAZIABAD .,DELHI .,42.109,1.326388889,330.58673694475965,Unknown,Delhi
64445.0,GZB-NDLS,GHAZIABAD .,DELHI .,42.109,1.326388889,230.67193201855068,Unknown,Delhi
64449.0,GZB-NDLS LAD,GHAZIABAD .,NEW DELHI,38.829,0.938611111,665.0094613201604,Unknown,Delhi
64450.0,NDLS-GZB LAD,NEW DELHI,GHAZIABAD .,39.256,0.86,433.86525810565234,Delhi,Unknown
64451.0,DLI-PNP MEMU,DELHI .,PANIPAT .,85.765,1.665555556,472.9442944715945,Delhi,Unknown
64452.0,KKDE-DLI MEM,KURUKSHETRA .,DELHI .,156.068,2.6625,183.97225004276663,Unknown,Delhi
64453.0,DLI-PNP 12CA,DELHI .,PANIPAT .,85.765,1.665555556,491.1207020287851,Delhi,Unknown
64454.0,KKDE-DLI MEM,KURUKSHETRA .,DELHI .,156.068,2.6625,378.81203505333167,Unknown,Delhi
64461.0,NZM KKDE MEM,HAZRAT NIZAMUDDIN,KURUKSHETRA .,172.52,3.106388889,412.55290684185593,Unknown,Unknown
64462.0,KKDE-NZM MEM,KURUKSHETRA .,HAZRAT NIZAMUDDIN,172.359,3.109444444,409.9481702603373,Unknown,Unknown
64463.0,NDLS-KKDE ME,NEW DELHI,KURUKSHETRA .,169.204,3.170277778,117.60788034455356,Delhi,Unknown
64464.0,PNP-NDLS MEM,PANIPAT .,NEW DELHI,100.547,2.205277778,659.0627020193771,Unknown,Delhi
64465.0,NDLS-KKDE ME,NEW DELHI,KURUKSHETRA .,169.204,3.170277778,84.53558373816611,Delhi,Unknown
64466.0,PNP-NDLS MEM,PANIPAT .,NEW DELHI,100.547,2.205277778,632.9047715877464,Unknown,Delhi
64470.0,PNP-NDLS LAD,PANIPAT .,NEW DELHI,100.547,2.205277778,596.1746137416984,Unknown,Delhi
64471.0,GZB-PNP MEMU,GHAZIABAD .,PANIPAT .,117.773,1.989444444,612.985798435776,Unknown,Unknown
64472.0,PNP-GZB MEMU,PANIPAT .,GHAZIABAD .,110.827,1.965555556,257.3737425838005,Unknown,Unknown
64481.0,PNP-UMB MEMU,PANIPAT .,AMBALA CANTT,111.89,1.895833333,332.3143604284662,Unknown,Unknown
64482.0,UMB-KKDE MEM,AMBALA CANTT,KURUKSHETRA .,44.054,0.769722222,384.37829414358,Unknown,Unknown
64483.0,KKDE-UMB MEM,KURUKSHETRA .,AMBALA CANTT,44.144,0.7975,380.5858847583213,Unknown,Unknown
64491.0,PWL-NDLS LAD,PALWAL,NEW DELHI,57.719,1.415277778,115.690991443435,Unknown,Delhi
64492.0,NDLS-PWL LAD,NEW DELHI,PALWAL,60.305,1.469444444,482.88876437118506,Delhi,Unknown
64493.0,PWL-NZM 10CA,PALWAL,HAZRAT NIZAMUDDIN,52.328,1.2525,427.36393490077137,Unknown,Unknown
64494.0,NZM-PWL MEMU,HAZRAT NIZAMUDDIN,PALWAL,52.116,1.2575,694.2968589256496,Unknown,Unknown
64496.0,NZM-KSV EMU,HAZRAT NIZAMUDDIN,KOSI KALAN,95.666,1.935833333,208.1173879321289,Unknown,Unknown
64501.0,UMB-SRE PASS,SAHARANPUR .,AMBALA CANTT,94.463,2.052222222,223.2819584280228,Unknown,Unknown
64502.0,UMB-SRE PASS,AMBALA CANTT,SAHARANPUR .,94.354,2.032222222,245.14366464713555,Unknown,Unknown
64504.0,UMB-SRE PASS,AMBALA CANTT,SAHARANPUR .,94.354,2.032222222,685.5994425841359,Unknown,Unknown
64511.0,SRE-NLDM PAS,SAHARANPUR .,NANGAL DAM,240.633,4.777222222,156.3993757105724,Unknown,Unknown
64512.0,NLDM-SRE PAS,NANGAL DAM,SAHARANPUR .,247.278,4.780833333,422.7012683624725,Unknown,Unknown
64513.0,SRE-NLDM PAS,SAHARANPUR .,NANGAL DAM,240.633,4.777222222,153.77567738002753,Unknown,Unknown
64514.0,NLDM-UMB PAS,NANGAL DAM,AMBALA CANTT,150.471,3.070833333,207.3788408490067,Unknown,Unknown
64515.0,UMB-NLDM PAS,AMBALA CANTT,NANGAL DAM,147.774,3.112777778,379.53119710665857,Unknown,Unknown
64516.0,NLDM-UMB PAS,NANGAL DAM,AMBALA CANTT,150.471,3.070833333,129.2458167230492,Unknown,Unknown
64517.0,UMB-NLDM PAS,AMBALA CANTT,NANGAL DAM,147.774,3.112777778,407.2805885697317,Unknown,Unknown
64518.0,NLDM-UMB PAS,NANGAL DAM,AMBALA CANTT,150.471,3.070833333,382.89606526006736,Unknown,Unknown
64521.0,UMB-LDH PASS,AMBALA CANTT,LUDHIANA .,133.501,2.580833333,481.204468015093,Unknown,Unknown
64522.0,LDH-UMB MEMU,LUDHIANA .,AMBALA CANTT,132.089,2.545,609.1799956337398,Unknown,Unknown
64523.0,UMB-LDH MEMU,AMBALA CANTT,LUDHIANA .,133.501,2.580833333,152.894144085938,Unknown,Unknown
64524.0,LDH-UMB MEMU,LUDHIANA .,AMBALA CANTT,132.089,2.545,469.06791401663554,Unknown,Unknown
64531.0,DLI-PNP PASS,DELHI .,PANIPAT .,85.765,1.665555556,152.32143036725776,Delhi,Unknown
64532.0,UMB-DLI MEMU,AMBALA CANTT,PANIPAT .,112.783,1.904166667,624.3287424606782,Unknown,Unknown
64533.0,DLI-PNP MEMU,DELHI .,PANIPAT .,85.765,1.665555556,124.35980049981578,Delhi,Unknown
64534.0,PNP-DLI 12CA,PANIPAT .,GHAZIABAD .,110.827,1.965555556,315.80392790813727,Unknown,Unknown
64536.0,PNP-DLI-MEMU,PANIPAT .,DELHI .,86.8,1.676666667,276.2651155809715,Unknown,Delhi
64541.0,PNP-UMB PAS,PANIPAT .,AMBALA CANTT,111.89,1.895833333,467.8205517347862,Unknown,Unknown
64542.0,UMB-PNP PASS,AMBALA CANTT,PANIPAT .,112.783,1.904166667,492.1618482082508,Unknown,Unknown
64543.0,PNP-UMB MEMU,PANIPAT .,AMBALA CANTT,111.89,1.895833333,397.9316934462059,Unknown,Unknown
64545.0,KKDE-UMB PAS,KURUKSHETRA .,AMBALA CANTT,44.144,0.7975,187.74461572111247,Unknown,Unknown
64546.0,UMB-KKDE PAS,AMBALA CANTT,KURUKSHETRA .,44.054,0.769722222,447.83003948258727,Unknown,Unknown
64547.0,KKDE-UMB PAS,KURUKSHETRA .,AMBALA CANTT,44.144,0.7975,358.3456726742796,Unknown,Unknown
64548.0,UMB-KKDE PAS,AMBALA CANTT,KURUKSHETRA .,44.054,0.769722222,564.1271953105661,Unknown,Unknown
64551.0,LDH-ASR MEMU,LUDHIANA .,AMRITSAR .,141.344,2.490277778,282.2394063710157,Unknown,Unknown
64552.0,ASR-LDH MEMU,AMRITSAR .,LUDHIANA .,142.748,2.576111111,77.48636140695952,Unknown,Unknown
64553.0,MB-ANVT MEMU,MORADABAD .,ANAND VIHAR TERMINAL,155.702,2.69,411.4975654529271,Unknown,Unknown
64554.0,ANVT-MB MEMU,ANAND VIHAR TERMINAL,MORADABAD .,156.56,2.584722222,126.93325895008796,Unknown,Unknown
64555.0,ANVT-MTC MEM,ANAND VIHAR TERMINAL,MEERUT CITY .,71.455,1.289444444,424.2236931939313,Unknown,Unknown
64556.0,MTC-ANVT MEM,MEERUT CITY .,ANAND VIHAR TERMINAL,70.275,1.329722222,325.481755768321,Unknown,Unknown
64557.0,DLI-SRE MEMU,DELHI .,SAHARANPUR .,183.932,3.500555556,184.8911160203316,Delhi,Unknown
64558.0,SRE-DLI MEMU,SAHARANPUR .,DELHI .,170.687,3.541944444,667.04087581748,Unknown,Delhi
64559.0,DLI - SRE ME,DELHI .,SAHARANPUR .,183.932,3.500555556,337.456959994046,Delhi,Unknown
64560.0,SRE - DLI ME,SAHARANPUR .,DELHI .,170.687,3.541944444,356.2502125116802,Unknown,Delhi
64561.0,DLI-UMB MEMU,DELHI .,AMBALA CANTT,194.429,3.226388889,308.3070796133689,Delhi,Unknown
64562.0,UMB-DLI MEMU,AMBALA CANTT,DELHI .,195.657,3.228611111,651.2038956134749,Unknown,Delhi
64563.0,UMB-NLDM-ADD,AMBALA CANTT,AMB  ANDAURA,196.063,4.127777778,81.8411333756881,Unknown,Unknown
64564.0,AADR-NLDM-UM,AMB  ANDAURA,AMBALA CANTT,198.34,4.073333333,692.4297135396296,Unknown,Unknown
64565.0,MB-SRE MEMU,MORADABAD .,SAHARANPUR .,206.045,4.5825,377.5935632087258,Unknown,Unknown
64566.0,SRE-MB MEMU,SAHARANPUR .,MORADABAD .,205.941,4.539444444,522.1305979369506,Unknown,Unknown
64567.0,BSC-TKJ PASS,BULANDSHAHR,TILAK BRIDGE,75.072,1.6375,360.6014023709116,Unknown,Unknown
64568.0,TKJ-BSC MEMU,TILAK BRIDGE,BULANDSHAHR,86.283,1.569722222,575.7738788867616,Unknown,Unknown
64569.0,KSV-NZM PASS,KOSI KALAN,HAZRAT NIZAMUDDIN,95.922,2.003055556,600.2893845779195,Unknown,Unknown
64570.0,NZM-KSV PASS,HAZRAT NIZAMUDDIN,KOSI KALAN,95.666,1.935833333,683.1208911530405,Unknown,Unknown
64581.0,HRF-DLI MEMU,HATHRAS QILAH,DELHI .,201.716,3.615,552.4161074997526,Unknown,Delhi
64582.0,DLI-HRF MEMU,DELHI .,HATHRAS QILAH,201.284,3.578611111,477.9210991367177,Delhi,Unknown
64583.0,TDL-DLI MEMU,TUNDLA,DELHI .,241.636,3.817222222,231.2401129043932,Unknown,Delhi
64584.0,DLI-TDL MEMU,DELHI .,TUNDLA,240.523,3.753333333,504.89245585130703,Delhi,Unknown
64587.0,CNB-TDL MEMU,KANPUR CENTRAL .,TUNDLA,285.035,4.701666667,150.61277676778144,Unknown,Unknown
64588.0,TDL-CNB MEMU,TUNDLA,KANPUR CENTRAL .,282.308,4.540833333,623.1172706711972,Unknown,Unknown
64589.0,CNB-PHD MEMU,KANPUR CENTRAL .,PHAPHUND,113.213,2.418611111,82.50833165513184,Unknown,Unknown
64590.0,PHD-CNB MEMU,PHAPHUND,KANPUR CENTRAL .,113.365,2.353888889,477.6895745278715,Unknown,Unknown
64591.0,ALD-CNB,ALLAHABAD .,KANPUR CENTRAL .,197.482,3.947777778,359.5235621546144,Unknown,Unknown
64592.0,CNB-ALD,KANPUR CENTRAL .,ALLAHABAD .,197.771,3.948611111,503.5525209297747,Unknown,Unknown
64593.0,FTP-CNB MEMU,FATEHPUR,KANPUR CENTRAL .,77.534,1.628333333,575.3326950888006,Unknown,Unknown
64594.0,CNB-FTP MEMU,KANPUR CENTRAL .,FATEHPUR,78.08,1.634444444,266.9618109127071,Unknown,Unknown
64595.0,MGS-ALD MEMU,MUGHAL SARAI .,ALLAHABAD .,139.851,2.886666667,649.4146924317914,Unknown,Unknown
64596.0,ALD-MGS MEMU,ALLAHABAD .,MUGHAL SARAI .,139.775,2.820833333,315.94025529013345,Unknown,Unknown
64901.0,KSV-GZB 12CA,KOSI KALAN,GHAZIABAD .,131.25,2.242222222,450.9015403546189,Unknown,Unknown
64902.0,GZB-KSV 12CA,GHAZIABAD .,KOSI KALAN,131.027,2.074166667,592.5235734337638,Unknown,Unknown
64903.0,MTJ-GZB 12CA,MATHURA .,GHAZIABAD .,158.752,2.865,276.83537168668346,Unknown,Unknown
64904.0,GZB-MTJ 12CA,GHAZIABAD .,MATHURA .,160.861,2.85,580.1562809997087,Unknown,Unknown
64905.0,MTJ-NDLS 12C,MATHURA .,NEW DELHI,163.135,2.699166667,559.9787805553214,Unknown,Delhi
64906.0,GZB-PWL 12CA,GHAZIABAD .,PALWAL,100.673,1.651944444,404.0299524167551,Unknown,Unknown
64908.0,SSB-BVH-PWL,SHAKUR BASTI,BALLABGARH,52.224,1.508611111,621.9081796931338,Unknown,Unknown
64910.0,SSB-MTJ 12CA,SHAKUR BASTI,MATHURA .,180.185,3.232222222,245.37211996959508,Unknown,Unknown
64911.0,NDLS-ROK MEM,NEW DELHI,ROHTAK .,89.681,1.996944444,366.15640516944273,Delhi,Unknown
64912.0,ROK-NDLS MEM,ROHTAK .,NEW DELHI,89.425,2.056944444,85.76312274984838,Unknown,Delhi
64913.0,DLI-ROK MEMU,DELHI .,ROHTAK .,65.054,1.6775,697.8550875297874,Delhi,Unknown
64914.0,ROK-DLI MEMU,ROHTAK .,DELHI .,66.159,1.691944444,400.1929967640575,Unknown,Delhi
64915.0,DLI-ROK MEMU,DELHI .,ROHTAK .,65.054,1.6775,666.5627488228796,Delhi,Unknown
64916.0,ROK-DLI MEMU,ROHTAK .,DELHI .,66.159,1.691944444,260.6504836739524,Unknown,Delhi
64931.0,DLI-ROK MEMU,DELHI .,ROHTAK .,65.054,1.6775,351.2209519817852,Delhi,Unknown
64932.0,ROK-DLI MEMU,ROHTAK .,DELHI .,66.159,1.691944444,631.8504665253421,Unknown,Delhi
64951.0,BXN-AGC,BAYANA,AGRA CANTT,101.202,2.236666667,419.23285269433416,Unknown,Unknown
64952.0,AGC-BXN,AGRA CANTT,BAYANA,101.825,2.214722222,605.7221899318972,Unknown,Unknown
64953.0,AGC-NZM EMU,AGRA CANTT,HAZRAT NIZAMUDDIN,218.92,3.268888889,588.9910651501892,Unknown,Unknown
64955.0,AGC-TDL MEMU,AGRA CANTT,TUNDLA,32.21,0.883888889,118.540150480547,Unknown,Unknown
64956.0,TDL-AGC MEMU,TUNDLA,AGRA CANTT,32.617,0.900555556,611.5894481956215,Unknown,Unknown
